"model","Variable","n_total","n_pos_contr","freq_pos_contr","median_rank","freq_top10","mean_importance","sd_importance","median_importance","se","ci_lower","ci_upper"
"RLR","Hoarse_voice",100,0,0,9,0,0,0,0,0,0,0
"RLR","Labored_breathing",100,0,0,9,0,0,0,0,0,0,0
"RLR","Less_will_to_do_things",100,0,0,9,0,0,0,0,0,0,0
"RLR","Lump_in_the_chest",100,0,0,9,0,0,0,0,0,0,0
"RLR","More_down",100,0,0,9,0,0,0,0,0,0,0
"RLR","More_irritable",100,0,0,9,0,0,0,0,0,0,0
"RLR","More_sensitive_to_different_smells",100,0,0,9,0,0,0,0,0,0,0
"RLR","Mucus_cough",100,0,0,9,0,0,0,0,0,0,0
"RLR","Night_sweats",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pain_in_chest",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pain_in_neck",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pain_in_shoulder_blade",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pain_in_shoulders",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pain_in_throat",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pain_radiated_between_shoulder_blades_to_chest",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pain_reduces_improves_when_changing_body_position",100,0,0,9,0,0,0,0,0,0,0
"RLR","Panic_sensation",100,0,0,9,0,0,0,0,0,0,0
"RLR","Persistent_fatigue",100,0,0,9,0,0,0,0,0,0,0
"RLR","Poorer_condition_lower_fitness",100,0,0,9,0,0,0,0,0,0,0
"RLR","Pressure_sensation",100,0,0,9,0,0,0,0,0,0,0
"RLR","Slight_cough",100,0,0,9,0,0,0,0,0,0,0
"RLR","Stabbing_sensation_from_taking_deep_breaths",100,0,0,9,0,0,0,0,0,0,0
"RLR","Sweating_all_the_time",100,0,0,9,0,0,0,0,0,0,0
"RLR","Thick_mucus",100,0,0,9,0,0,0,0,0,0,0
"RLR","Thickness_in_throat.1",100,0,0,9,0,0,0,0,0,0,0
"RLR","Unlike_other_coughs",100,0,0,9,0,0,0,0,0,0,0
